case_id,activity,timestamp
8,t1,2023-11-19 14:39:10
8,t6,2023-11-19 14:39:11
8,t7,2023-11-19 14:39:12
8,t3,2023-11-19 14:39:13
9,t13,2023-11-19 14:39:14
9,t14,2023-11-19 14:39:15
9,t4,2023-11-19 14:39:16
9,t11,2023-11-19 14:39:17
9,t15,2023-11-19 14:39:18
9,t5,2023-11-19 14:39:19
9,t1,2023-11-19 14:39:20
9,t6,2023-11-19 14:39:21
9,t7,2023-11-19 14:39:22
9,t8,2023-11-19 14:39:23
10,t9,2023-11-19 14:39:24
10,t4,2023-11-19 14:39:25
10,t10,2023-11-19 14:39:26
10,t11,2023-11-19 14:39:27
10,t12,2023-11-19 14:39:28
10,t5,2023-11-19 14:39:29
10,t1,2023-11-19 14:39:30
10,t6,2023-11-19 14:39:31
10,t7,2023-11-19 14:39:32
10,t8,2023-11-19 14:39:33
11,t13,2023-11-19 14:39:34
11,t14,2023-11-19 14:39:35
11,t4,2023-11-19 14:39:36
11,t11,2023-11-19 14:39:37
11,t15,2023-11-19 14:39:38
11,t5,2023-11-19 14:39:39
11,t1,2023-11-19 14:39:40
11,t6,2023-11-19 14:39:41
11,t7,2023-11-19 14:39:42
11,t8,2023-11-19 14:39:43
12,t13,2023-11-19 14:39:44
12,t14,2023-11-19 14:39:45
12,t4,2023-11-19 14:39:46
12,t11,2023-11-19 14:39:47
12,t15,2023-11-19 14:39:48
12,t5,2023-11-19 14:39:49
12,t1,2023-11-19 14:39:50
12,t6,2023-11-19 14:39:51
12,t7,2023-11-19 14:39:52
12,t3,2023-11-19 14:39:53
13,t13,2023-11-19 14:39:54
13,t14,2023-11-19 14:39:55
13,t4,2023-11-19 14:39:56
13,t11,2023-11-19 14:39:57
13,t15,2023-11-19 14:39:58
13,t5,2023-11-19 14:39:59
13,t1,2023-11-19 14:40:00
13,t6,2023-11-19 14:40:01
13,t7,2023-11-19 14:40:02
13,t8,2023-11-19 14:40:03
14,t9,2023-11-19 14:40:04
14,t10,2023-11-19 14:40:05
14,t4,2023-11-19 14:40:06
14,t11,2023-11-19 14:40:07
14,t12,2023-11-19 14:40:08
14,t5,2023-11-19 14:40:09
14,t1,2023-11-19 14:40:10
14,t6,2023-11-19 14:40:11
14,t7,2023-11-19 14:40:12
14,t3,2023-11-19 14:40:13
15,t13,2023-11-19 14:40:14
15,t4,2023-11-19 14:40:15
15,t14,2023-11-19 14:40:16
15,t11,2023-11-19 14:40:17
15,t15,2023-11-19 14:40:18
15,t5,2023-11-19 14:40:19
15,t1,2023-11-19 14:40:20
15,t6,2023-11-19 14:40:21
15,t7,2023-11-19 14:40:22
15,t8,2023-11-19 14:40:23
16,t9,2023-11-19 14:40:24
16,t10,2023-11-19 14:40:25
16,t4,2023-11-19 14:40:26
16,t11,2023-11-19 14:40:27
16,t12,2023-11-19 14:40:28
16,t5,2023-11-19 14:40:29
16,t1,2023-11-19 14:40:30
16,t6,2023-11-19 14:40:31
16,t7,2023-11-19 14:40:32
16,t3,2023-11-19 14:40:33
17,t13,2023-11-19 14:40:34
17,t14,2023-11-19 14:40:35
17,t4,2023-11-19 14:40:36
17,t11,2023-11-19 14:40:37
17,t15,2023-11-19 14:40:38
17,t5,2023-11-19 14:40:39
17,t1,2023-11-19 14:40:40
17,t6,2023-11-19 14:40:41
17,t7,2023-11-19 14:40:42
17,t3,2023-11-19 14:40:43
18,t9,2023-11-19 14:40:44
18,t10,2023-11-19 14:40:45
18,t4,2023-11-19 14:40:46
18,t11,2023-11-19 14:40:47
18,t12,2023-11-19 14:40:48
18,t5,2023-11-19 14:40:49
18,t1,2023-11-19 14:40:50
18,t6,2023-11-19 14:40:51
18,t7,2023-11-19 14:40:52
18,t8,2023-11-19 14:40:53
19,t9,2023-11-19 14:40:54
19,t10,2023-11-19 14:40:55
19,t4,2023-11-19 14:40:56
19,t11,2023-11-19 14:40:57
19,t12,2023-11-19 14:40:58
19,t5,2023-11-19 14:40:59
19,t1,2023-11-19 14:41:00
19,t6,2023-11-19 14:41:01
19,t7,2023-11-19 14:41:02
19,t8,2023-11-19 14:41:03
20,t13,2023-11-19 14:41:04
20,t14,2023-11-19 14:41:05
20,t4,2023-11-19 14:41:06
20,t11,2023-11-19 14:41:07
20,t15,2023-11-19 14:41:08
20,t5,2023-11-19 14:41:09
20,t1,2023-11-19 14:41:10
20,t6,2023-11-19 14:41:11
20,t7,2023-11-19 14:41:12
20,t8,2023-11-19 14:41:13
21,t13,2023-11-19 14:41:14
21,t14,2023-11-19 14:41:15
21,t4,2023-11-19 14:41:16
21,t11,2023-11-19 14:41:17
21,t15,2023-11-19 14:41:18
21,t5,2023-11-19 14:41:19
21,t1,2023-11-19 14:41:20
21,t6,2023-11-19 14:41:21
21,t7,2023-11-19 14:41:22
21,t3,2023-11-19 14:41:23
22,t13,2023-11-19 14:41:24
22,t14,2023-11-19 14:41:25
22,t4,2023-11-19 14:41:26
22,t11,2023-11-19 14:41:27
22,t15,2023-11-19 14:41:28
22,t5,2023-11-19 14:41:29
22,t1,2023-11-19 14:41:30
22,t6,2023-11-19 14:41:31
22,t7,2023-11-19 14:41:32
22,t8,2023-11-19 14:41:33
23,t9,2023-11-19 14:41:34
23,t10,2023-11-19 14:41:35
23,t4,2023-11-19 14:41:36
23,t11,2023-11-19 14:41:37
23,t12,2023-11-19 14:41:38
23,t5,2023-11-19 14:41:39
23,t1,2023-11-19 14:41:40
23,t6,2023-11-19 14:41:41
23,t7,2023-11-19 14:41:42
23,t8,2023-11-19 14:41:43
24,t13,2023-11-19 14:41:44
24,t14,2023-11-19 14:41:45
24,t4,2023-11-19 14:41:46
24,t11,2023-11-19 14:41:47
24,t15,2023-11-19 14:41:48
24,t5,2023-11-19 14:41:49
24,t1,2023-11-19 14:41:50
24,t6,2023-11-19 14:41:51
24,t7,2023-11-19 14:41:52
24,t8,2023-11-19 14:41:53
25,t13,2023-11-19 14:41:54
25,t4,2023-11-19 14:41:55
25,t14,2023-11-19 14:41:56
25,t11,2023-11-19 14:41:57
25,t15,2023-11-19 14:41:58
25,t5,2023-11-19 14:41:59
25,t1,2023-11-19 14:42:00
25,t6,2023-11-19 14:42:01
25,t7,2023-11-19 14:42:02
25,t3,2023-11-19 14:42:03
26,t13,2023-11-19 14:42:04
26,t14,2023-11-19 14:42:05
26,t4,2023-11-19 14:42:06
26,t11,2023-11-19 14:42:07
26,t15,2023-11-19 14:42:08
26,t5,2023-11-19 14:42:09
26,t1,2023-11-19 14:42:10
26,t6,2023-11-19 14:42:11
26,t7,2023-11-19 14:42:12
26,t8,2023-11-19 14:42:13
27,t9,2023-11-19 14:42:14
27,t10,2023-11-19 14:42:15
27,t4,2023-11-19 14:42:16
27,t11,2023-11-19 14:42:17
27,t12,2023-11-19 14:42:18
27,t5,2023-11-19 14:42:19
27,t1,2023-11-19 14:42:20
27,t6,2023-11-19 14:42:21
27,t7,2023-11-19 14:42:22
27,t3,2023-11-19 14:42:23
28,t13,2023-11-19 14:42:24
28,t14,2023-11-19 14:42:25
28,t4,2023-11-19 14:42:26
28,t11,2023-11-19 14:42:27
28,t15,2023-11-19 14:42:28
28,t5,2023-11-19 14:42:29
28,t1,2023-11-19 14:42:30
28,t6,2023-11-19 14:42:31
28,t7,2023-11-19 14:42:32
28,t8,2023-11-19 14:42:33
29,t9,2023-11-19 14:42:34
29,t10,2023-11-19 14:42:35
29,t4,2023-11-19 14:42:36
29,t11,2023-11-19 14:42:37
29,t12,2023-11-19 14:42:38
29,t5,2023-11-19 14:42:39
29,t1,2023-11-19 14:42:40
29,t6,2023-11-19 14:42:41
29,t7,2023-11-19 14:42:42
29,t3,2023-11-19 14:42:43
30,t13,2023-11-19 14:42:44
30,t4,2023-11-19 14:42:45
30,t14,2023-11-19 14:42:46
30,t11,2023-11-19 14:42:47
30,t15,2023-11-19 14:42:48
30,t5,2023-11-19 14:42:49
30,t1,2023-11-19 14:42:50
30,t6,2023-11-19 14:42:51
30,t7,2023-11-19 14:42:52
30,t3,2023-11-19 14:42:53
31,t9,2023-11-19 14:42:54
31,t10,2023-11-19 14:42:55
31,t4,2023-11-19 14:42:56
31,t11,2023-11-19 14:42:57
31,t12,2023-11-19 14:42:58
